princeton,city_name,state_code,distance_learning,tuition,website,gpa,SAT,ACT
Minnesota School of Business-Shakopee,Shakopee,MN,0,0,http://www.msbcollege.edu,3.23,1448,32
Minnesota School of Business-Waite Park,Waite Park,MN,0,0,http://www.msbcollege.edu,3.28,1106,25
Minnesota State College-Southeast Technical,Winona,MN,0,0,http://www.southeastmn.edu,3.23,1246,28
Minnesota State Community and Technical College,Fergus Falls,MN,0,0,http://www.minnesota.edu,3,1307,29
Minnesota State University-Mankato,Mankato,MN,0,0,http://www.mnsu.edu,3.32,1332,30
Minnesota State University-Moorhead,Moorhead,MN,0,0,http://www.mnstate.edu,3.35,1331,30
Minnesota West Community and Technical College,Granite Falls,MN,0,0,http://www.mnwest.edu,3.2,1431,32
Minot State University,Minot,ND,0,0,http://www.minotstateu.edu,3.15,1404,31
Minot State University-Bottineau Campus,Bottineau,ND,0,0,http://www.misu-b.nodak.edu,3.37,1240,28
MiraCosta College,Oceanside,CA,0,0,http://www.miracosta.edu,3.31,1156,26
Mirrer Yeshiva Cent Institute,Brooklyn,NY,0,0,,3.06,1314,29
Misericordia University,Dallas,PA,1,21720,http://www.misericordia.edu,3.55,1239,28
Mission College,Santa Clara,CA,0,0,http://www.missioncollege.org/,3.4,1436,32
Mississippi College,Clinton,MS,1,14022,http://www.mc.edu,3.52,1269,28
Mississippi Delta Community College,Moorhead,MS,0,0,http://www.msdelta.edu,3.16,1271,28
Mississippi Gulf Coast Community College,Perkinston,MS,0,0,http://www.mgccc.edu,3.16,1382,31
Mississippi State University,Mississippi State,MS,0,0,http://www.msstate.edu/,3.07,1234,28
Mississippi University for Women,Columbus,MS,0,0,http://www.muw.edu,3.53,1291,29
Mississippi Valley State University,Itta Bena,MS,0,0,http://www.mvsu.edu,3.52,1169,26
Missouri Baptist University,Saint Louis,MO,1,21254,http://www.mobap.edu,3.05,1147,26
Missouri College,Saint Louis,MO,0,0,,3.64,1352,30
Missouri Southern State University,Joplin,MO,0,0,http://www.mssu.edu,3.58,1239,28
Missouri State University,Springfield,MO,0,0,http://www.missouristate.edu,3.25,1346,30
Missouri State University-West Plains,West Plains,MO,0,0,http://www.wp.missouristate.edu,3.07,1130,25
Missouri Tech,Saint Louis,MO,0,0,http://www.motech.edu,3.51,1427,32
Missouri University of Science and Technology,Rolla,MO,0,0,http://www.mst.edu/,3.34,1431,32
Missouri Valley College,Marshall,MO,1,14470,http://www.moval.edu,3.38,1314,29
Missouri Western State University,Saint Joseph,MO,0,0,http://www.missouriwestern.edu,3.48,1139,25
Mitchell College,New London,CT,0,0,http://www.mitchell.edu,3.27,1134,25
Mitchell Community College,Statesville,NC,0,0,http://www.mitchell.cc.nc.us,3.32,1429,32
Mitchell Technical Institute,Mitchell,SD,0,0,http://www.mitchelltech.edu,3.34,1229,27
Moberly Area Community College,Moberly,MO,0,0,http://www.macc.edu,3.46,1207,27
Modesto Junior College,Modesto,CA,0,0,http://mjc.edu,3.53,1409,32
Mohave Community College,Kingman,AZ,0,0,http://www.mohave.edu,3.14,1435,32
Mohawk Valley Community College-Utica Branch,Utica,NY,0,0,http://www.mvcc.edu,3.21,1123,25
Molloy College,Rockville Centre,NY,0,0,http://www.molloy.edu,3.29,1113,25
Monmouth College,Monmouth,IL,0,0,http://www.monm.edu,3.58,1234,28
Monmouth College,Monmouth,IL,0,14793,http://www.monmouthcollege.edu,3.51,1399,31
Monmouth University,West Long Branch,NJ,0,0,http://www.monmouth.edu,3.23,1199,27
Monroe College-Main Campus,Bronx,NY,0,0,http://www.monroecollege.edu,3.32,1216,27
Monroe College-New Rochelle,New Rochelle,NY,0,0,http://www.monroecollege.edu,3.43,1341,30
Monroe Community College,Rochester,NY,0,0,http://www.monroecc.edu/,3.22,1219,27
Monroe County Community College,Monroe,MI,0,0,http://www.monroeccc.edu,3.56,1366,31
Montana State University,Bozeman,MT,0,0,http://www.montana.edu/,3.23,1358,30
Montana State University-Billings,Billings,MT,0,0,http://www.msubillings.edu,3.12,1423,32
Montana State University-Great Falls College of Technology,Great Falls,MT,0,0,http://www.msugf.edu,3.66,1123,25
Montana State University-Northern,Havre,MT,0,0,http://www.msun.edu,3.61,1117,25
Montana State Univiversity-Billings-College of Technology,Billings,MT,0,0,http://www.msubillings.edu/cot/,3.41,1398,31
Montana Tech of the University of Montana,Butte,MT,0,0,http://www.mtech.edu,3.19,1442,32
Montana Tech-College of Technology,Butte,MT,0,0,http://www.mtech.edu/cot/,3.61,1434,32
Montana University System-System Office,Helena,MT,0,0,http://www.bor.montana.edu/,3.39,1189,27
Montcalm Community College,Sidney,MI,0,0,http://www.montcalm.edu,3.11,1387,31
Montclair State University,Montclair,NJ,0,0,http://www.montclair.edu,3.43,1276,29
Monterey Institute of International Studies,Monterey,CA,0,0,http://www.miis.edu,3.55,1297,29
Monterey Peninsula College,Monterey,CA,0,0,http://www.mpc.edu,3.4,1239,28
Montgomery College,Rockville,MD,0,0,http://www.montgomerycollege.edu,3.6,1285,29
Montgomery Community College,Troy,NC,0,0,http://www.montgomery.edu,3.03,1324,30
Montgomery County Community College-Central Campus,Blue Bell,PA,0,0,http://www.mc3.edu,3.63,1345,30
Montgomery County Community College-West Campus,Pottstown,PA,0,0,http://www.mc3.edu,3.16,1195,27
Montreat College,Montreat,NC,1,17795,http://www.montreat.edu,3.31,1444,32
Montserrat College of Art,Beverly,MA,0,0,http://www.montserrat.edu,3.24,1282,29
Moody Bible Institute,Chicago,IL,1,13378,http://www.moody.edu,3.3,1166,26
Moore College of Art and Design,Philadelphia,PA,0,0,http://www.moore.edu,3.22,1183,26
Moorpark College,Moorpark,CA,0,0,http://www.moorparkcollege.edu,3.51,1305,29
Moraine Park Technical College,Fond du Lac,WI,0,0,http://www.morainepark.edu,3.62,1423,32
Moraine Valley Community College,Palos Hills,IL,0,0,http://www.morainevalley.edu,3.54,1345,30
Moravian College and Moravian Theological Seminary,Bethlehem,PA,0,26107,http://www.moravian.edu,3.6,1394,31
Morehead State University,Morehead,KY,0,0,http://www.moreheadstate.edu,3.47,1391,31
Morehouse College,Atlanta,GA,0,0,http://www.morehouse.edu,3.53,1354,30
Morehouse School of Medicine,Atlanta,GA,0,0,http://www.msm.edu,3.48,1208,27
Morgan Community College,Fort Morgan,CO,0,0,http://www.morgancc.edu,3.01,1251,28
Morgan State University,Baltimore,MD,0,0,http://www.morgan.edu,3.57,1358,30
Morningside College,Sioux City,IA,1,18399,http://www.morningside.edu,3.53,1125,25
Morris College,Sumter,SC,0,11770,http://www.morris.edu,3.27,1378,31
Morrison Institute of Technology,Morrison,IL,0,0,http://www.morrison.tec.il.us,3.47,1373,31
Morrison University,Reno,NV,0,0,http://www.morrison.neumont.edu,3.28,1184,26
Morrisville State College,Morrisville,NY,0,0,http://www.morrisville.edu,3.37,1344,30
Morton College,Cicero,IL,0,0,http://www.morton.edu,3.43,1287,29
Motlow State Community College,Tullahoma,TN,0,0,http://www.mscc.edu,3.13,1323,30
Mott Community College,Flint,MI,0,0,http://www.mcc.edu,3.44,1429,32
Moultrie Technical College,Moultrie,GA,0,0,http://www.moultrietech.edu,3.66,1110,25
Mount Aloysius College,Cresson,PA,1,20849,http://www.mtaloy.edu/home/,3.54,1185,26
Mount Angel Seminary,Saint Benedict,OR,0,25482,http://www.mountangelabbey.org/seminary/index.html,3.08,1200,27
Mount Carmel College of Nursing,Columbus,OH,1,17658,http://www.mccn.edu,3.04,1403,31
Mount Holyoke College,South Hadley,MA,0,0,http://www.mtholyoke.edu,3.39,1125,25
Mount Ida College,Newton,MA,0,0,http://www.mountida.edu,3.06,1387,31
Mount Marty College,Yankton,SD,1,17147,http://www.mtmc.edu,3.47,1139,25
Mount Mary College,Milwaukee,WI,1,12543,http://www.mtmary.edu/,3.59,1331,30
Mount Mercy University,Cedar Rapids,IA,0,22854,http://www.mtmercy.edu,3.09,1110,25
Mount Olive College,Mount Olive,NC,1,18245,http://www.moc.edu,3.5,1414,32
Mount Saint Mary College,Newburgh,NY,0,0,http://www.msmc.edu,3.37,1322,30
Mount Saint Mary College,Newburgh,NY,1,22882,http://www.msmc.edu,3.08,1416,32
Mount Sinai School of Medicine,New York,NY,0,0,http://www.mssm.edu,3.59,1220,27
Mount St Mary's University,Emmitsburg,MD,1,24660,http://www.msmary.edu,3.06,1247,28
Mount St. Mary's College,Los Angeles,CA,0,24478,http://www.msmc.la.edu,3.51,1135,25
Mount Vernon Nazarene University,Mount Vernon,OH,1,19338,http://www.mvnu.edu,3.18,1268,28
Mount Wachusett Community College,Gardner,MA,0,0,http://www.mwcc.mass.edu,3.55,1141,25
Mountain Empire Community College,Big Stone Gap,VA,0,0,http://www.mecc.edu,3.44,1112,25
Mountain State College,Parkersburg,WV,0,0,http://www.mountainstate.org,3.2,1255,28
Mountain State University,Beckley,WV,0,0,http://www.mountainstate.edu,3.37,1353,30
Mountain View College,Dallas,TX,0,0,http://www.dcccd.edu,3.62,1310,29
Mountainland Applied Technology College,Orem,UT,0,0,http://www.mlatc.edu,3.64,1252,28
Mt Hood Community College,Gresham,OR,0,0,http://www.mhcc.edu,3.66,1388,31
Mt San Antonio College,Walnut,CA,0,0,http://www.mtsac.edu,3.35,1387,31
Mt. San Jacinto Community College District,San Jacinto,CA,0,0,http://www.msjc.edu,3.1,1282,29
MTI College,Sacramento,CA,0,0,http://www.mticollege.edu,3.23,1153,26
Muhlenberg College,Allentown,PA,0,32692,http://www.muhlenberg.edu,3.56,1205,27
Multnomah University,Portland,OR,0,0,http://www.multnomah.edu,3.64,1277,29
Murray State College,Tishomingo,OK,0,0,http://www.mscok.edu,3.06,1338,30
Murray State University,Murray,KY,0,0,http://www.murraystate.edu,3.3,1268,28
Musicians Institute,Hollywood,CA,0,0,http://www.mi.edu,3.4,1416,32
Muskegon Community College,Muskegon,MI,0,0,http://www.muskegoncc.edu,3.46,1111,25
Muskingum University,New Concord,OH,1,16462,http://www.muskingum.edu/,3.57,1227,27
Myotherapy Institute,Lincoln,NE,0,0,http://www.myotherapy.edu,3.57,1423,32
Napa Valley College,Napa,CA,0,0,http://www.napavalley.edu,3.14,1371,31
Naropa University,Boulder,CO,0,0,http://www.naropa.edu,3.54,1302,29
Nash Community College,Rocky Mount,NC,0,0,http://www.nashcc.edu,3.13,1210,27
Nashotah House,Nashotah,WI,1,0,http://www.nashotah.edu,3.17,1260,28
Nashua Community College,Nashua,NH,0,0,http://www.nashuacc.edu,3.4,1431,32
Nashville Auto Diesel College Inc,Nashville,TN,0,0,http://www.nadcedu.com,3.58,1444,32
Nashville State Technical Community College,Nashville,TN,0,0,http://www.nscc.edu,3.52,1229,27
Nassau Community College,Garden City,NY,0,0,http://www.ncc.edu/,3.02,1328,30
National American University-Albuquerque,Albuequerque,NM,0,0,http://www.national.edu,3.61,1247,28
National American University-Bloomington,Bloomington,MN,0,0,http://www.national.edu,3.47,1271,28
National American University-Brooklyn Center,Brooklyn Center,MN,0,0,http://www.national.edu,3.56,1171,26
National American University-Colorado Springs,Colorado Springs,CO,0,0,http://www.national.edu,3.16,1438,32
National American University-Denver,Denver,CO,0,0,http://www.national.edu,3.06,1255,28
National American University-Ellsworth AFB Extension,Ellsworth AFB,SD,0,0,http://www.national.edu,3.08,1184,26
National American University-Independence,Independence,MO,0,0,http://www.national.edu,3.14,1414,32
National American University-Overland Park,Overland Park,KS,0,0,http://www.national.edu,3.25,1270,28
National American University-Rapid City,Rapid City,SD,0,0,http://www.national.edu,3.14,1160,26
National American University-Rio Rancho,Rio Rancho,NM,0,0,http://www.national.edu,3.16,1428,32
National American University-Roseville,Roseville,MN,0,0,http://www.national.edu,3.35,1301,29
National American University-Sioux Falls,Sioux Falls,SD,0,0,http://www.national.edu,3.51,1183,26
National American University-Zona Rosa,Kansas City,MO,0,0,http://www.national.edu,3.31,1139,25
National College of Business and Technology-Arecibo,Arecibo,PR,0,0,http://www.nationalcollegepr.edu,3.34,1267,28
National College of Business and Technology-Bayamon,Bayamon,PR,0,0,http://www.nationalcollegepr.edu,3.03,1411,32
National College of Business and Technology-Nashville,Nashville,TN,0,0,http://www.national-college.edu,3.09,1121,25
National College of Business and Technology-Rio Grande,Rio Grande,PR,0,0,http://www.nationalcollegepr.edu,3.07,1150,26
National College of Natural Medicine,Portland,OR,0,0,http://www.ncnm.edu,3.18,1423,32
National College-Lexington,Lexington,KY,0,0,http://www.national-college.edu,3.15,1343,30
National College-Salem,Salem,VA,0,0,http://www.national-college.edu,3.51,1411,32
National Graduate School of Quality Management,Falmouth,MA,0,0,http://www.ngs.edu,3.55,1286,29
National Institute of Massotherapy,Akron,OH,0,0,http://www.nim.edu,3.4,1267,28
National Institute of Technology,Cuyahoga Falls,OH,0,0,http://nationalinstituteoftechnology.edu,3.03,1141,25
National Labor College,Silver Spring,MD,0,0,http://www.nlc.edu,3.33,1112,25
National Park Community College,Hot Springs,AR,0,0,http://www.npcc.edu,3.1,1116,25
National Polytechnic College of Science,Wilmington,CA,0,0,http://www.natpoly.edu,3.41,1318,29
National University,La Jolla,CA,0,0,http://www.nu.edu,3.47,1373,31
National University of Health Sciences,Lombard,IL,0,0,http://www.nuhs.edu,3.34,1225,27
National-Louis University,Chicago,IL,0,0,http://www.nl.edu,3.57,1128,25
Naugatuck Valley Community College,Waterbury,CT,0,0,http://www.nvcc.commnet.edu,3.26,1160,26
Navajo Technical College,Crownpoint,NM,0,0,http://www.navajotech.edu,3.32,1265,28
Naval Postgraduate School,Monterey,CA,0,0,http://www.nps.edu,3.35,1306,29
Navarro College,Corsicana,TX,0,0,http://www.navarrocollege.edu,3.23,1165,26
Nazarene Bible College,Colorado Springs,CO,1,16233,http://www.nbc.edu,3.11,1286,29
Nazarene Theological Seminary,Kansas City,MO,1,0,http://www.nts.edu,3.05,1323,30
Nazareth College,Rochester,NY,0,0,http://www.naz.edu,3.32,1336,30
Nebraska Christian College,Papillion,NE,1,14651,http://nechristian.edu,3.34,1277,29
Nebraska College of Technical Agriculture,Curtis,NE,0,0,http://ncta.unl.edu,3.35,1424,32
Nebraska Indian Community College,MacY,NE,0,0,http://www.thenicc.edu,3.06,1419,32
Nebraska Methodist College of Nursing & Allied Health,Omaha,NE,1,15037,http://www.methodistcollege.edu,3.16,1213,27
Nebraska Wesleyan University,Lincoln,NE,0,22086,http://www.nebrwesleyan.edu/,3.11,1295,29
Neosho County Community College,Chanute,KS,0,0,http://www.neosho.edu,3.56,1130,25
Ner Israel Rabbinical College,Baltimore,MD,0,0,,3.45,1314,29
Neumann University,Aston,PA,1,25864,http://www.neumann.edu,3.42,1176,26
Neumont University,South Jordan,UT,0,0,http://www.neumont.edu/,3.34,1373,31
Nevada State College,Henderson,NV,0,0,http://www.nsc.nevada.edu,3.06,1436,32
Nevada System of Higher Education-System Office,Reno,NV,0,0,http://system.nevada.edu,3.22,1298,29
New Brunswick Theological Seminary,New Brunswick,NJ,0,0,http://www.nbts.edu,3.1,1414,32
New Castle School of Trades,Pulaski,PA,0,0,http://www.ncstrades.com,3.05,1156,26
New College of California,San Francisco,CA,0,0,http://www.newcollege.edu,3.15,1409,32
New College of Florida,Sarasota,FL,0,0,http://www.ncf.edu,3.24,1186,26
New England College,Henniker,NH,0,0,http://www.nec.edu/admission/servlet/faqservlet?action=treeact&id=480&increment=y&page_action=main,3.28,1194,27
New England College of Optometry,Boston,MA,0,0,http://www.neco.edu,3.5,1203,27
New England Culinary Institute,Montpelier,VT,0,0,http://www.neci.edu,3.7,1261,28
New England Culinary Institute at Essex,Essex Junction,VT,0,0,http://www.neci.edu,3.61,1192,27
New England Institute of Technology,Warwick,RI,0,0,http://www.neit.edu,3,1436,32
New England Law-Boston,Boston,MA,0,0,http://www.nesl.edu,3.51,1106,25
New England School of Acupuncture,Newton,MA,0,0,http://www.nesa.edu,3.42,1128,25
New England School of Communications,Bangor,ME,0,0,http://www.nescom.edu,3.69,1252,28
New Hampshire Institute of Art,Manchester,NH,0,0,http://www.nhia.edu,3.1,1250,28
New Hope Christian College,Honolulu,HI,1,13177,http://www.pacrim.edu/,3.31,1445,32
New Hope Christian College,Eugene,OR,1,13159,http://www.newhope.edu,3.42,1416,32
New Jersey City University,Jersey City,NJ,0,0,http://www.njcu.edu,3.29,1161,26
New Jersey Institute of Technology,Newark,NJ,0,0,http://www.njit.edu,3.38,1448,32
New Life Theological Seminary,Charlotte,NC,0,0,http://www.nlts.org,3.38,1167,26
New Mexico Highlands University,Las Vegas,NM,0,0,http://www.nmhu.edu,3.55,1345,30
New Mexico Institute of Mining and Technology,Socorro,NM,0,0,http://www.nmt.edu,3.51,1343,30
New Mexico Junior College,Hobbs,NM,0,0,http://www.nmjc.edu,3.17,1235,28
New Mexico Military Institute,Roswell,NM,0,0,http://www.nmmi.edu,3.44,1109,25
New Mexico State University-Alamogordo,Alamogordo,NM,0,0,http://alamo.nmsu.edu/,3.23,1396,31
New Mexico State University-Carlsbad,Carlsbad,NM,0,0,http://artemis.nmsu.edu,3.29,1222,27
New Mexico State University-Dona Ana,Las Cruces,NM,0,0,http://dabcc.nmsu.edu/,3.69,1391,31
New Mexico State University-Grants,Grants,NM,0,0,http://grants.nmsu.edu/,3.42,1229,27
New Mexico State University-Main Campus,Las Cruces,NM,0,0,http://www.nmsu.edu/,3.38,1226,27
New Orleans Baptist Theological Seminary,New Orleans,LA,1,9562,http://www.nobts.edu,3.27,1201,27
New River Community and Technical College,Beckley,WV,0,0,http://www.newriver.edu,3.5,1354,30
New River Community College,Dublin,VA,0,0,http://www.nr.edu,3.32,1385,31
New Saint Andrews College,Moscow,ID,0,14342,http://nsa.edu,3.65,1306,29
New York Academy of Art,New York,NY,0,0,http://nyaa.edu,3.22,1348,30
New York Career Institute,New York,NY,0,0,http://www.nyci.edu,3.37,1390,31
New York Chiropractic College,Seneca Falls,NY,0,0,http://www.nycc.edu,3.48,1230,27
New York College of Health Professions,Syosset,NY,0,0,http://www.nycollege.edu,3.67,1268,28
New York College of Podiatric Medicine,New York,NY,0,0,http://www.nycpm.edu,3.18,1305,29
New York College of Traditional Chinese Medicine,Mineola,NY,0,0,http://www.nyctcm.edu,3.06,1387,31
New York Institute of Technology-Central Islip,Central Islip,NY,0,0,http://www.nyit.edu,3.26,1172,26
New York Institute of Technology-Ellis College,Chicago,IL,0,0,,3.54,1382,31
New York Institute of Technology-Manhattan Campus,New York,NY,0,0,http://www.nyit.edu,3.31,1365,31
New York Institute of Technology-Old Westbury,Old Westbury,NY,0,0,http://www.nyit.edu,3.27,1161,26
New York Law School,New York,NY,0,0,http://www.nyls.edu,3.06,1235,28
New York School of Interior Design,New York,NY,0,0,http://www.nysid.edu,3.27,1302,29
New York Theological Seminary,New York,NY,1,0,http://nyts.edu,3.3,1210,27
New York University,New York,NY,0,0,http://www.nyu.edu,3.34,1345,30
Newberry College,Newberry,SC,0,16952,http://www.newberry.edu,3.03,1411,32
Newbury College-Brookline,Brookline,MA,0,0,http://www.newbury.edu,3.06,1426,32
Newman University,Wichita,KS,1,16551,http://www.newmanu.edu,3.16,1425,32
Newport Business Institute,Lower Burrell,PA,0,0,http://www.nbi.edu,3.66,1360,30
Newport Business Institute,Williamsport,PA,0,0,http://www.newportbusiness.com,3.49,1165,26
Newschool of Architecture and Design,San Diego,CA,0,0,http://www.newschoolarch.edu,3.07,1330,30
NHTI-Concord's Community College,Concord,NH,0,0,http://www.nhti.edu,3.35,1177,26
Niagara County Community College,Sanborn,NY,0,0,http://www.niagaracc.suny.edu,3.18,1439,32
Niagara University,Niagara University,NY,0,17355,http://www.niagara.edu,3.65,1390,31
Nicholls State University,Thibodaux,LA,0,0,http://www.nicholls.edu,3.55,1378,31
Nichols College,Dudley,MA,0,0,http://www.nichols.edu,3.08,1391,31
Nicolet Area Technical College,Rhinelander,WI,0,0,http://www.nicoletcollege.edu,3.61,1115,25
Norfolk State University,Norfolk,VA,0,0,http://www.nsu.edu,3.02,1176,26
Normandale Community College,Bloomington,MN,0,0,http://www.normandale.edu,3.04,1302,29
North Arkansas College,Harrison,AR,0,0,http://www.northark.edu,3.28,1406,31
North Carolina A & T State University,Greensboro,NC,0,0,http://www.ncat.edu,3.59,1261,28
North Carolina Central University,Durham,NC,0,0,http://www.nccu.edu,3.33,1401,31
North Carolina State University at Raleigh,Raleigh,NC,0,0,http://www.ncsu.edu,3.66,1207,27
North Carolina Wesleyan College,Rocky Mount,NC,1,24325,http://www.ncwc.edu,3.66,1261,28
North Central College,Naperville,IL,0,20737,http://northcentralcollege.edu,3.58,1125,25
North Central Institute,Clarksville,TN,0,0,http://www.nci.edu,3.49,1447,32
North Central Kansas Technical College,Beloit,KS,0,0,http://www.ncktc.edu,3.39,1426,32
North Central Michigan College,Petoskey,MI,0,0,http://www.ncmich.edu,3.6,1164,26
North Central Missouri College,Trenton,MO,0,0,http://www.ncmissouri.edu,3.41,1259,28
North Central State College,Mansfield,OH,0,0,http://www.ncstatecollege.edu,3.14,1297,29
North Central Texas College,Gainesville,TX,0,0,http://www.nctc.edu,3.41,1288,29
North Central University,Minneapolis,MN,1,18675,http://www.northcentral.edu,3.08,1194,27
North Country Community College,Saranac Lake,NY,0,0,http://www.nccc.edu,3.36,1277,29
North Dakota State College of Science,Wahpeton,ND,0,0,http://www.ndscs.edu,3.13,1161,26
North Dakota State University-Main Campus,Fargo,ND,0,0,http://www.ndsu.nodak.edu,3.7,1296,29
North Florida Community College,Madison,FL,0,0,http://www.nfcc.edu,3.19,1167,26
North Florida Institute,Orange Park,FL,0,0,,3.39,1101,25
North Georgia College & State University,Dahlonega,GA,0,0,http://www.ngcsu.edu,3.06,1393,31
North Georgia Technical College,Clarkesville,GA,0,0,http://www.northgatech.edu,3.16,1172,26
North Greenville University,Tigerville,SC,1,14847,http://www.ngu.edu,3.12,1331,30
North Hennepin Community College,Brooklyn Park,MN,0,0,http://www.nhcc.edu,3.33,1348,30
North Idaho College,Coeur d'Alene,ID,0,0,http://www.nic.edu,3.67,1347,30
North Iowa Area Community College,Mason City,IA,0,0,http://www.niacc.edu,3.43,1297,29
North Lake College,Irving,TX,0,0,http://www.dcccd.edu,3.39,1367,31
North Metro Technical College,Acworth,GA,0,0,http://www.northmetrotech.edu/,3.58,1305,29
North Orange County Community College District,Anaheim,CA,0,0,http://www.nocccd.edu,3.64,1315,29
North Park University,Chicago,IL,1,19535,http://www.northpark.edu,3.03,1107,25
North Shore Community College,Danvers,MA,0,0,http://www.northshore.edu,3.34,1315,29
Northampton County Area Community College,Bethlehem,PA,0,0,http://www.northampton.edu,3.01,1389,31
Northampton County Area Community College-Monroe,Tannersville,PA,0,0,http://www.northampton.edu,3.29,1263,28
Northcentral Technical College,Wausau,WI,0,0,http://www.ntc.edu,3.09,1319,29
Northcentral University,Prescott Valley,AZ,0,0,http://www.ncu.edu,3.55,1345,30
Northeast Alabama Community College,Rainsville,AL,0,0,http://www.nacc.edu,3.3,1406,31
Northeast Community College,Norfolk,NE,0,0,http://www.northeastcollege.com,3.51,1116,25
Northeast Iowa Community College-Calmar,Calmar,IA,0,0,http://www.nicc.edu,3.54,1145,26
Northeast Mississippi Community College,Booneville,MS,0,0,http://www.nemcc.edu,3.7,1354,30
Northeast State Technical Community College,Blountville,TN,0,0,http://www.northeaststate.edu,3.61,1127,25
Northeast Texas Community College,Mount Pleasant,TX,0,0,http://www.ntcc.edu,3.07,1385,31
Northeast Wisconsin Technical College,Green Bay,WI,0,0,http://www.nwtc.edu,3.44,1263,28
Northeastern Illinois University,Chicago,IL,0,0,http://www.neiu.edu/,3.58,1447,32
Northeastern Junior College,Sterling,CO,0,0,http://www.njc.edu,3.32,1268,28
Northeastern Ohio Universities Colleges of Medicine and Pharmacy,Rootstown,OH,0,0,http://www.neoucom.edu,3.35,1347,30
Northeastern Oklahoma A&M College,Miami,OK,0,0,http://www.neo.edu,3.63,1387,31
Northeastern Seminary,Rochester,NY,0,0,http://www.nes.edu/,3.49,1444,32
Northeastern Seminary,Rochester,NY,0,0,http://www.nes.edu/,3.43,1169,26
Northeastern State University,Tahlequah,OK,0,0,http://www.nsuok.edu,3.12,1102,25
Northeastern Technical College,Cheraw,SC,0,0,http://www.netc.edu,3.06,1273,28
Northeastern University,Boston,MA,0,0,http://www.northeastern.edu,3.48,1420,32
Northern Arizona University,Flagstaff,AZ,0,0,http://home.nau.edu/,3.37,1206,27
Northern Baptist Theological Seminary,Lombard,IL,1,0,http://www.seminary.edu,3.32,1156,26
Northern Essex Community College,Haverhill,MA,0,0,http://www.necc.mass.edu/,3.44,1415,32
Northern Illinois University,Dekalb,IL,0,0,http://www.niu.edu,3.51,1339,30
Northern Kentucky University,Highland Heights,KY,0,0,http://www.nku.edu,3.02,1443,32
Northern Maine Community College,Presque Isle,ME,0,0,http://www.nmcc.edu,3.03,1290,29
Northern Marianas College,Saipan,MP,0,0,http://www.nmcnet.edu/,3.34,1215,27
Northern Michigan University,Marquette,MI,0,0,http://www.nmu.edu,3.35,1313,29
Northern New Mexico College,Espanola,NM,0,0,http://nnmc.edu,3.51,1153,26
Northern Oklahoma College,Tonkawa,OK,0,0,http://www.north-ok.edu,3.61,1200,27
Northern State University,Aberdeen,SD,0,0,http://www.northern.edu,3.28,1275,28
Northern Virginia Community College,Annandale,VA,0,0,http://www.nvcc.edu,3.39,1375,31
Northland College,Ashland,WI,0,19395,http://www.northland.edu,3.68,1119,25
Northland Community and Technical College,Thief River Falls,MN,0,0,http://www.northlandcollege.edu,3.59,1263,28
Northland International University,Dunbar,WI,1,17173,http://www.ni.edu,3.12,1276,29
Northland Pioneer College,Holbrook,AZ,0,0,http://www.npc.edu,3.03,1389,31
NorthWest Arkansas Community College,Bentonville,AR,0,0,http://www.nwacc.edu,3.66,1172,26
Northwest Christian University,Eugene,OR,1,18160,http://www.nwcu.edu/,3.19,1392,31
Northwest College,Powell,WY,0,0,http://www.northwestcollege.edu,3.29,1189,27
Northwest College of Art,Poulsbo,WA,0,0,http://www.nca.edu,3.55,1326,30
Northwest Florida State College,Niceville,FL,0,0,http://www.owc.edu,3.63,1273,28
Northwest Indian College,Bellingham,WA,0,0,http://www.nwic.edu,3.59,1167,26
Northwest Iowa Community College,Sheldon,IA,0,0,http://www.nwicc.edu,3.1,1251,28
Northwest Kansas Technical College,Goodland,KS,0,0,http://www.nwktc.edu,3.68,1109,25
Northwest Mississippi Community College,Senatobia,MS,0,0,http://www.northwestms.edu,3.69,1364,31
Northwest Missouri State University,Maryville,MO,0,0,http://www.nwmissouri.edu,3.17,1176,26
Northwest Nazarene University,Nampa,ID,1,18336,http://www.nnu.edu,3.1,1376,31
Northwest Shoals Community College-Muscle Shoals,Muscle Shoals,AL,0,0,http://www.nwscc.edu,3.13,1202,27
Northwest State Community College,Archbold,OH,0,0,http://www.northweststate.edu,3.68,1205,27
Northwest Technical College,Bemidji,MN,0,0,http://www.ntcmn.edu,3.21,1345,30
Northwest Technical Institute,Eagan,MN,0,0,http://www.nti.edu,3.32,1125,25
Northwest University,Kirkland,WA,1,20164,http://www.northwestu.edu,3.62,1155,26
Northwest Vista College,San Antonio,TX,0,0,http://www.accd.edu/nvc/about/mission.htm,3.04,1437,32
Northwestern Business College,Chicago,IL,0,0,http://www.northwesternbc.edu,3.22,1196,27
Northwestern Business College-Southwestern Campus,Bridgeview,IL,0,0,http://www.northwesternbc.edu,3.58,1323,30
Northwestern College,Orange City,IA,1,20761,http://www.nwciowa.edu/,3.13,1136,25
Northwestern College,Saint Paul,MN,1,21172,http://www.nwc.edu,3.59,1111,25
Northwestern Connecticut Community College,Winsted,CT,0,0,http://www.nwcc.commnet.edu,3.09,1445,32
Northwestern Health Sciences University,Bloomington,MN,0,0,http://www.nwhealth.edu/,3.4,1162,26
Northwestern Michigan College,Traverse City,MI,0,0,http://www.nmc.edu,3.41,1412,32
